"id,""submitdate"",""lastpage"",""startlanguage"",""seed"",""startdate"",""datestamp"",""edad"",""sex"",""pais"",""tipouni"",""perfil"",""exed"",""area"",""acreedu"",""exin"",""acreinv"",""grupoinv"",""nart"",""autprin"",""njcr"",""envnohh[SQ001]"",""envnohh[SQ002]"",""envnohh[SQ005]"",""envnohh[SQ003]"",""envnohh[SQ004]"",""pubnohh"",""mot[SQ001]"",""mot[SQ002]"",""mot[SQ003]"",""mot[SQ004]"",""mot[SQ005]"",""mot[SQ006]"",""mot[SQ007]"",""mot[SQ008]"",""mot[SQ009]"",""mot[SQ010]"",""priorpub"",""util"",""pract[SQ001]"",""pract[SQ002]"",""pract[SQ003]"",""pract[SQ004]"",""pract[SQ005]"",""pract[SQ006]"",""pract[SQ007]"",""pract[SQ008]"",""pract[SQ009]"",""pract[SQ010]"",""pract[SQ011]"",""pract[SQ012]"",""pract[SQ013]"",""pract[SQ014]"",""pract[SQ015]"",""pract[SQ016]"",""pract[SQ017]"",""pract[SQ018]"",""pract[SQ019]"",""pract[SQ020]"",""pract[SQ021]"",""pract[SQ022]"",""pract[SQ023]"",""pract[SQ024]"",""pract[SQ025]"",""pract[SQ026]"",""pract[SQ027]"",""pract[SQ028]"",""malaspr[SQ001]"",""malaspr[SQ002]"",""malaspr[SQ003]"",""malaspr[SQ004]"",""malaspr[SQ005]"",""malaspr[SQ006]"",""malaspr[SQ007]"",""malaspr[SQ008]"",""malaspr[SQ009]"",""malaspr[SQ010]"",""malaspr[SQ011]"",""malaspr[SQ012]"",""malaspr[SQ013]"",""malaspr[SQ014]"",""malaspr[SQ015]"",""malaspr[SQ016]"",""malaspr[SQ017]"",""malaspr[SQ018]"",""malaspr[SQ019]"",""malaspr[SQ020]"",""malaspr[SQ021]"",""malaspr[SQ022]"",""malaspr[SQ023]"",""malaspr[SQ024]"",""malaspr[SQ025]"",""malaspr[SQ026]"",""malaspr[SQ027]"",""malaspr[SQ028]"",""otro"",""interviewtime"",""groupTime6820"",""edadTime"",""sexTime"",""paisTime"",""tipouniTime"",""perfilTime"",""exedTime"",""areaTime"",""acreeduTime"",""exinTime"",""acreinvTime"",""grupoinvTime"",""nartTime"",""autprinTime"",""njcrTime"",""groupTime7823"",""envnohhTime"",""pubnohhTime"",""motTime"",""priorpubTime"",""utilTime"",""practTime"",""malasprTime"",""otroTime""";
"1401,""2022-04-28 23:07:07"",""22"",""es"",""1990879599"",""2022-04-28 22:41:33"",""2022-04-28 23:07:07"",""48"",""1"",""A57"",""A1"",""A2"",""1"",""A17"",""2"",""25"",""1"",""1"",""173"",""51"",""173"",""2"",""2"",""1"",""2"",""2"",""A3"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""A3"",""A2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""2"",""1"",""1"",""2"",""2"",""1"",""2"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""1544.66"","""",""8.3"",""8.24"",""10.82"",""9.53"",""9.08"",""15.53"",""34.17"",""10.03"",""26.52"",""8.84"",""6.75"",""11.87"",""219.54"",""11.23"","""",""67.73"",""13.31"",""55.11"",""43.41"",""16.93"",""800.5"",""148.5"",""8.72""";
"1402,""2022-04-28 22:50:39"",""22"",""es"",""570036238"",""2022-04-28 22:42:54"",""2022-04-28 22:50:39"",""42"",""1"",""A117"",""A2"",""A3"",""10"",""A10"",""1"",""10"",""1"",""1"",""65"",""33"",""58"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""1"",""1"",""1"",""2"",""2"",""2"",""2"",""1"",""1"",""A3"",""A2"",""2"",""1"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""1"","""",""434.23"","""",""8.3"",""3.89"",""7.98"",""17.13"",""7.34"",""7.53"",""12.29"",""7.94"",""7.43"",""5"",""7.41"",""13.11"",""9.94"",""4.25"","""",""15.69"",""9.54"",""26.76"",""12.56"",""10.2"",""123.53"",""110.85"",""5.56""";
"1404,""2022-04-28 22:54:08"",""22"",""es"",""1034804899"",""2022-04-28 22:45:16"",""2022-04-28 22:54:08"",""38"",""1"",""A50"",""A2"",""A3"",""13"",""A25"",""1"",""6"",""1"",""1"",""62"",""35"",""29"",""2"",""1"",""2"",""2"",""2"",""A1"",""2"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""2"",""2"",""A1"",""A2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""1"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""2"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""2"",""2"",""1"","""",""542.79"","""",""9.83"",""9.49"",""8.86"",""10.94"",""17.69"",""24.32"",""9.75"",""9.01"",""13.33"",""5.09"",""8.61"",""8.35"",""10.82"",""9.83"","""",""29.32"",""11.16"",""36.13"",""22.85"",""12.35"",""158.43"",""112.39"",""4.24""";
"1405,""2022-04-28 22:54:54"",""22"",""es"",""312898885"",""2022-04-28 22:46:19"",""2022-04-28 22:54:54"",""45"",""1"",""A36"",""A1"",""A3"",""20"",""A6"",""1"",""25"",""1"",""1"",""38"",""37"",""-1"",""2"",""1"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""A1"",""A2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""Existe muchas otras mal practicas que he visto colegas practicar que ustedes no mencionaron..."",""525.64"","""",""6.27"",""3.88"",""20.59"",""4.91"",""7.55"",""9.69"",""11.42"",""10.44"",""10.19"",""6.38"",""5.43"",""96.63"",""12.08"",""20.37"","""",""17.78"",""11.49"",""25.06"",""20.84"",""8.11"",""114.72"",""73.52"",""28.29""";
"1406,""2022-04-28 23:10:11"",""22"",""es"",""1429776443"",""2022-04-28 22:49:08"",""2022-04-28 23:10:11"",""63"",""1"",""A139"",""A1"",""A3"",""25"",""A4"",""1"",""20"",""1"",""2"",""25"",""15"",""15"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""2"",""2"",""A1"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""Faltó considerar de manera expresa 1) el plagio, 2) el uso de bibliografía actual, relevante, pertinente y equilibrada. 3) la publicación en revistas científicas indexadas. "",""1275.97"","""",""14.94"",""10.2"",""17.71"",""8.76"",""36.61"",""26.92"",""15.62"",""7.54"",""32.83"",""8.77"",""12.19"",""37.22"",""12.74"",""19.76"","""",""27.8"",""10.2"",""121.33"",""17.81"",""12.24"",""364.79"",""246.11"",""213.88""";
"1407,""2022-04-28 22:59:46"",""22"",""es"",""13238003"",""2022-04-28 22:50:13"",""2022-04-28 22:59:46"",""44"",""1"",""A117"",""A1"",""A3"",""15"",""A16"",""1"",""15"",""1"",""1"",""50"",""30"",""25"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""2"",""1"",""A1"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""583.32"","""",""13.07"",""16.02"",""10.93"",""7.39"",""9.64"",""22.26"",""22.59"",""22.67"",""9.57"",""5.28"",""4.35"",""9.56"",""13.23"",""9.24"","""",""21.8"",""9.01"",""65.15"",""27.77"",""8.33"",""208.9"",""52.63"",""13.93""";
"1408,""2022-04-28 23:14:03"",""22"",""es"",""2077554211"",""2022-04-28 22:54:21"",""2022-04-28 23:14:03"",""51"",""0"",""A36"",""A1"",""A3"",""8"",""A10"",""2"",""7"",""1"",""1"",""16"",""15"",""11"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""1"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""A2"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""Estudios como este son muy necesarios. Los contextos tienen mucho que explicar en esto que se investiga. En Chile, el modelo neoliberal ha plasmado todo el quehacer educativo y más. En la universidad todo se reduce a publicar, pero sin dimensionar el efecto de estos estudios. Los incentivos, los bajos sueldos, la inestabilidad contractual, un bajo desarrollo moral, la competitividad y el individualismo han causado estragos en nuestra sociedad, y a veces nos vemos cometiendo malas prácticas en investigación. Por favor, comparta sus resultados cuando finalice su estudio. Muchas gracias."",""1161.62"","""",""12.57"",""8.27"",""12.9"",""10.24"",""12.57"",""39.07"",""38.59"",""13.26"",""17.44"",""11.76"",""14.87"",""12.62"",""31.28"",""25.75"","""",""18.4"",""14.44"",""49.23"",""54.76"",""11.03"",""278.52"",""105.83"",""368.22""";
"1410,""2022-04-28 23:24:07"",""22"",""es"",""641915378"",""2022-04-28 23:03:14"",""2022-04-28 23:24:07"",""41"",""0"",""A39"",""A1"",""A3"",""12"","""",""1"",""10"",""2"",""1"",""53"",""45"",""48"",""2"",""1"",""2"",""2"",""2"",""A3"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""A3"",""A1"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""1"",""2"",""1"",""1"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""2"",""2"",""1"",""2"",""1"",""1"",""Muchas veces los investigadores no queremos incurrir en malos hábitos de investigación sin embargo, muchas veces los parámetros exigidos por las revistas conllevan a eso por ejemplo, el desconocimiento del personal de apoyo en los agradecimientos, a citar ciertos trabajos recomendados por los pares evaluadores o los editores de la revista."",""1257.72"","""",""13.06"",""4.78"",""14.99"",""7.69"",""15.9"",""22.31"",""7.2"",""20.13"",""96.72"",""24.49"",""11.97"",""22.5"",""51.34"",""45.36"","""",""49.23"",""30.66"",""75.2"",""58.79"",""26.49"",""195.47"",""128.8"",""334.64""";
"1412,""2022-04-28 23:18:00"",""22"",""es"",""210801539"",""2022-04-28 23:05:08"",""2022-04-28 23:18:00"",""38"",""0"",""A117"",""A1"",""A3"",""11"",""A10"",""2"",""5"",""2"",""2"",""7"",""3"",""1"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""1"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""A1"",""A1"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""La mecanización en la producción de inflexión científica en la actualidad se puede ver como una forma de obreros académicos, por ello tras tales exigencias, cuando no se consideran los tiempos tan largos de algunas revistas motivan a ejecutar este tipo de “malas prácticas” reconocidas y quizá mayormente  utilizadas  por “aquellas vacas sagradas” "",""782.97"","""",""9.25"",""6.73"",""15.55"",""8.58"",""13.69"",""26.66"",""23.59"",""9.4"",""15.24"",""11.28"",""6.66"",""16.01"",""12.63"",""9.23"","""",""31.84"",""15.59"",""40.94"",""29.45"",""16.62"",""152.28"",""139.62"",""172.13""";
"1413,""2022-04-29 01:27:48"",""22"",""es"",""2073675633"",""2022-04-28 23:07:51"",""2022-04-29 01:27:48"",""44"",""1"",""A39"",""A2"",""A2"",""0"",""A16"",""2"",""9"",""1"",""1"",""2"",""1"",""1"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""A2"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""8406.97"","""",""9.17"",""5.61"",""11.37"",""5.76"",""14.24"",""12.84"",""26.29"",""45.95"",""11.56"",""12.26"",""5.57"",""22.2"",""8.69"",""19.12"","""",""18.86"",""21.23"",""30.42"",""109.36"",""9.39"",""7785.16"",""214.56"",""7.36""";
"1416,""2022-04-28 23:21:41"",""22"",""es"",""671301305"",""2022-04-28 23:15:42"",""2022-04-28 23:21:41"",""32"",""1"",""A57"",""A2"",""A2"",""0"",""A24"",""1"",""3"",""2"",""2"",""2"",""1"",""0"",""2"",""2"",""1"",""2"",""2"",""A3"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""A3"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"","""",""368.89"","""",""7.13"",""3.94"",""16.3"",""8.59"",""25.11"",""14.76"",""18.58"",""11.3"",""15.9"",""7.19"",""4.97"",""14.14"",""7.92"",""14.34"","""",""20.65"",""15.19"",""29.38"",""13.34"",""9.02"",""66.64"",""34.08"",""10.42""";
"1418,""2022-04-28 23:35:06"",""22"",""es"",""1721729737"",""2022-04-28 23:20:11"",""2022-04-28 23:35:06"",""47"",""1"",""A50"",""A1"",""A3"",""22"",""A26"",""1"",""22"",""1"",""1"",""14"",""5"",""5"",""2"",""1"",""2"",""2"",""2"",""A2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""A1"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""."",""905.29"","""",""10.52"",""8.03"",""10.29"",""9.62"",""12.23"",""11.87"",""11.85"",""18.68"",""12.87"",""17.12"",""10.47"",""9.14"",""26.06"",""16.65"","""",""31.22"",""15.37"",""78.04"",""41.32"",""17.95"",""372.81"",""142.86"",""20.32""";
"1419,""2022-04-28 23:34:20"",""22"",""es"",""866338003"",""2022-04-28 23:24:06"",""2022-04-28 23:34:20"",""43"",""0"",""A39"",""A1"",""A3"",""5"",""A10"",""1"",""10"",""1"",""1"",""3"",""3"",""3"",""2"",""1"",""2"",""2"",""2"",""A2"",""1"",""1"",""1"",""2"",""1"",""1"",""2"",""1"",""2"",""1"",""A1"",""A2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"","""",""620.61"","""",""7.65"",""4.17"",""10.32"",""9.74"",""12.7"",""14.28"",""9.27"",""13.97"",""12.59"",""7.42"",""60.04"",""18.36"",""19.27"",""13.25"","""",""39.76"",""11.04"",""31.73"",""40.59"",""11.95"",""216.12"",""49.77"",""6.62""";
"1421,""2022-04-28 23:47:32"",""22"",""es"",""2005244026"",""2022-04-28 23:31:13"",""2022-04-28 23:47:32"",""61"",""0"",""A117"",""A1"",""A3"",""22"",""A24"",""1"",""16"",""1"",""1"",""10"",""5"",""4"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""1"",""A3"",""A1"",""2"",""1"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"","""",""989.55"","""",""10.1"",""5.34"",""19.33"",""7.78"",""11.31"",""12.48"",""15.9"",""10.02"",""18.16"",""7.96"",""9.91"",""13.8"",""21.14"",""31.89"","""",""14.34"",""11.95"",""34.14"",""33.04"",""10.19"",""131.44"",""151.78"",""407.55""";
"1422,""2022-04-28 23:52:55"",""22"",""es"",""2004124805"",""2022-04-28 23:31:52"",""2022-04-28 23:52:55"",""80"",""1"",""A36"",""A1"",""A2"",""45"",""A26"",""2"",""50"",""2"",""1"",""180"",""150"",""160"",""2"",""1"",""2"",""2"",""2"",""A2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""A1"",""A2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""1164.74"","""",""34.11"",""10.14"",""15.62"",""15.5"",""15.17"",""97.33"",""20.67"",""19.53"",""75.09"",""9.7"",""11.17"",""11.67"",""39.84"",""50.44"","""",""50.94"",""28.53"",""35.5"",""39.8"",""10.78"",""441.04"",""66.28"",""65.89""";
"1423,""2022-04-28 23:44:37"",""22"",""es"",""309610066"",""2022-04-28 23:36:50"",""2022-04-28 23:44:37"",""38"",""1"",""A39"",""A2"",""A3"",""13"",""A16"",""2"",""15"",""1"",""1"",""33"",""20"",""27"",""1"",""2"",""2"",""2"",""2"",""A1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""A3"",""A2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""475.71"","""",""12.87"",""5.97"",""8.71"",""11.3"",""11.22"",""11.25"",""14.16"",""12.33"",""8.45"",""9.21"",""8.18"",""66.43"",""12.01"",""20.93"","""",""14.99"",""11.4"",""35.53"",""17.35"",""8.19"",""105.67"",""59.9"",""9.66""";
"1424,""2022-04-28 23:46:56"",""22"",""es"",""396495687"",""2022-04-28 23:36:56"",""2022-04-28 23:46:56"",""49"",""0"",""A117"",""A1"",""A3"",""16"",""A26"",""2"",""24"",""2"",""1"",""101"",""60"",""50"",""2"",""2"",""1"",""2"",""2"",""A3"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""2"",""2"",""1"",""A3"",""A2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""Interesante iniciativa. Gracias por la invitación."",""610.02"","""",""9.45"",""5.07"",""12.46"",""7.41"",""11.12"",""36.8"",""16.2"",""8.18"",""36.34"",""6.65"",""4.98"",""17.27"",""36.99"",""20.26"","""",""39.73"",""18.58"",""36.93"",""32.04"",""9.91"",""110.2"",""77.63"",""55.82""";
"1425,""2022-04-28 23:50:12"",""22"",""es"",""1116254158"",""2022-04-28 23:39:27"",""2022-04-28 23:50:12"",""65"",""1"",""A139"",""A2"",""A2"",""38"",""A20"",""1"",""32"",""1"",""1"",""35"",""30"",""11"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""A1"",""A2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""657.12"","""",""9.53"",""7.85"",""12.67"",""7.83"",""11.55"",""62.89"",""59.36"",""12.7"",""43.24"",""6.61"",""5.56"",""12.74"",""14.06"",""14.41"","""",""20.47"",""9.18"",""100.7"",""32.75"",""10.76"",""114.15"",""79.14"",""8.97""";
"1426,""2022-04-28 23:51:02"",""22"",""es"",""211402248"",""2022-04-28 23:39:55"",""2022-04-28 23:51:02"",""50"",""1"",""A117"",""A1"",""A2"",""15"",""A5"",""2"",""15"",""2"",""2"",""60"",""25"",""50"",""2"",""1"",""2"",""2"",""2"",""A3"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""A3"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""679.52"","""",""9.96"",""7.9"",""16.22"",""8.68"",""153.67"",""19.7"",""12.15"",""13.51"",""13.52"",""8.92"",""9.66"",""10.51"",""11.4"",""11.97"","""",""34.58"",""20.23"",""29.82"",""22.47"",""19.39"",""145.56"",""88.31"",""11.39""";
"1427,""2022-04-28 23:50:21"",""22"",""es"",""1560532803"",""2022-04-28 23:42:42"",""2022-04-28 23:50:21"",""36"",""0"",""A57"",""A1"",""A3"",""10"",""A20"",""1"",""8"",""1"",""1"",""45"",""5"",""44"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""1"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""A1"",""A1"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""1"",""1"",""2"",""1"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""1"",""1"",""2"",""1"",""1"",""2"",""2"",""1"",""2"",""2"",""2"",""en determinados campos, como el de la medicina, no esta bien incentivado el trabajo del médico que a la par de ver pacientes tiene inquietud por la investigación, no se favorece esta actividad mixta"",""468.58"","""",""5.83"",""4.47"",""18.89"",""5.77"",""18.15"",""13.71"",""7.5"",""7.08"",""10.38"",""4.93"",""8.03"",""5.38"",""12.08"",""9.65"","""",""16.15"",""11.04"",""30.98"",""23.17"",""12.59"",""74.4"",""81.55"",""86.85""";
"1428,""2022-04-28 23:57:10"",""22"",""es"",""1048031386"",""2022-04-28 23:43:24"",""2022-04-28 23:57:10"",""53"",""1"",""A36"",""A1"",""A2"",""0"",""A12"",""1"",""12"",""1"",""1"",""10"",""8"",""8"",""2"",""1"",""2"",""2"",""2"",""A2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""A2"",""A1"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""Gracias"",""835.63"","""",""14.36"",""45.5"",""16.03"",""9.59"",""18.68"",""19.21"",""73.11"",""11.3"",""16.2"",""10.52"",""8.12"",""11.13"",""14.83"",""18.22"","""",""33.14"",""15.95"",""47.92"",""48.9"",""19.94"",""259.45"",""83.48"",""40.05""";
