"id","edad","sex","tipouni","perfil","exed","acreedu","exin","acreinv","grupoinv","nart","autprin","njcr","nh1","nh2","nh5","nh3","nh4","pubnohh","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","priorpub","util","p1","p2","p3","p4","p5","p6","p7","p8","p9","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20","p21","p22","p23","p24","p25","p26","p27","p28","mp1","mp2","mp3","mp4","mp5","mp6","mp7","mp8","mp9","mp10","mp11","mp12","mp13","mp14","mp15","mp16","mp17","mp18","mp19","mp20","mp21","mp22","mp23","mp24","mp25","mp26","mp27","mp28","otro","pais.r","area.r"
1142,47,"Hombre","Pública","Personal docente e investigador",20,1,3,1,1,17,4,4,1,0,0,0,0,"Sí",0,0,0,1,0,1,1,1,0,0,"Difundir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,"Me interesarán los resultados. Felicidades por investigar sobre este tema. ","México","Ciencias naturales e ingeniería"
1143,55,"Hombre","Pública","Personal docente e investigador",26,1,24,1,1,95,25,80,1,0,0,0,0,"Sí",0,0,0,0,0,0,0,0,0,1,"Descubrir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"","Colombia","Ciencias naturales e ingeniería"
1146,38,"Mujer","Pública","Personal docente e investigador",14,1,10,1,1,6,5,2,1,0,0,0,0,"Sí",0,0,1,0,0,1,0,1,0,1,"Resolver","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"","Cuba","Ciencias de la vida y médicas"
1147,49,"Mujer","Pública","Personal docente e investigador",26,0,26,0,1,58,39,16,0,0,1,0,0,"No lo tengo claro",0,0,0,1,0,1,1,1,1,1,"Resolver","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Cuba","Ciencias naturales e ingeniería"
1148,35,"Hombre","Privada","Personal docente",4,1,2,1,1,15,8,10,0,1,0,0,0,"Sí",0,0,0,0,0,1,0,1,0,1,"Difundir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,"","Ecuador","Ciencias naturales e ingeniería"
1149,31,"Mujer","Pública","Personal de investigación",0,0,2,0,0,2,2,0,0,0,0,0,1,"Sí",0,0,0,0,0,0,0,1,0,0,"Descubrir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,"En el contexto actual y el desarrollo de las investigaiones, es facil caer en estos vicios que afectan la investigaión, generados en parte por los parametros y estandares de la propia academia y de quien o quienes tienen más poder o influencia en ella. ","Chile","Ciencias sociales y del comportamiento"
1153,59,"Hombre","Pública","Personal docente e investigador",5,0,4,0,1,6,1,3,0,1,0,0,0,"No",0,0,0,1,0,1,1,1,0,0,"Difundir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Sería muy importante divulgar los resultados. Algo que no se mencionó en la encuesta es que las instituciones universitarias ofrecen beneficios económicos a los docentes por publicación y en el caso sudamericano (el cual conozco), esto ocasiona que el investigador con principios débiles caiga en una de esas malas prácticas.","Colombia","Ciencias naturales e ingeniería"
1155,65,"Mujer","Pública","Personal de investigación",20,1,41,1,1,200,50,200,1,0,0,0,0,"Sí",0,0,0,0,0,1,1,1,0,1,"Resolver","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"","México","Ciencias de la vida y médicas"
1156,55,"Hombre","Privada","Personal docente e investigador",15,0,20,0,1,40,30,24,1,0,0,0,0,"Sí",0,0,0,1,0,1,1,1,1,1,"Difundir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"Trabajo con datos que vienen de estaciones operadas por entidades oficiales. En este sentido el verbo adquirir, lo he interpretado como obtener estos datos para labores de investigación.","Ecuador","Ciencias naturales e ingeniería"
1157,37,"Hombre","Pública","Personal docente",10,1,6,0,1,17,8,17,0,0,0,0,1,"Sí",0,0,0,0,0,1,1,0,0,1,"Descubrir","Conocimiento",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,"","México","Ciencias naturales e ingeniería"
1159,40,"Hombre","Pública","Personal de investigación",7,0,15,0,1,130,30,130,0,1,0,0,0,"No lo tengo claro",0,0,0,1,1,1,1,1,0,0,"Descubrir","Conocimiento",0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,"","España","Ciencias naturales e ingeniería"
1160,46,"Mujer","Pública","Personal docente e investigador",18,0,15,1,1,63,12,61,0,1,0,0,0,"Sí",0,0,0,1,1,1,1,1,0,1,"Resolver","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"","México","Ciencias de la vida y médicas"
1161,41,"Hombre","Pública","Personal docente e investigador",4,0,10,0,1,33,15,24,1,0,0,0,0,"Sí",0,0,1,1,0,1,1,1,1,1,"Descubrir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,"No tengo ningun comentarios adicional. Solo que me gustaria ver la publicacion de este trabajo porque los resultados deben variar entre paises/regiones, disciplinas. ","Costa Rica","Ciencias naturales e ingeniería"
1162,53,"Hombre","Pública","Personal docente e investigador",20,0,30,0,1,150,20,60,0,1,0,0,0,"Sí",0,0,1,1,0,1,0,0,1,0,"Difundir","Conocimiento",0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,"Ninguno","Bolivia","Ciencias naturales e ingeniería"
1163,54,"Mujer","Pública","Personal docente e investigador",17,1,25,1,1,45,4,44,0,0,0,0,1,"Sí",0,0,0,1,0,1,1,1,0,1,"Difundir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,"","México","Ciencias de la vida y médicas"
1164,54,"Hombre","Pública","Personal docente e investigador",25,1,30,0,1,80,65,75,0,0,0,0,1,"Sí",0,0,0,0,0,0,1,1,0,1,"Difundir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,"","España","Ciencias naturales e ingeniería"
1165,40,"Hombre","Privada","Personal docente e investigador",12,1,12,1,1,54,12,52,1,0,0,0,0,"Sí",0,0,1,1,0,1,0,1,1,1,"Descubrir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"","Ecuador","Ciencias de la vida y médicas"
1166,35,"Hombre","Pública","Personal docente e investigador",12,1,6,1,1,49,35,49,0,0,0,0,1,"Sí",0,0,0,0,0,1,1,1,0,0,"Difundir","Conocimiento",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,"Considero que debieron incluir las políticas de ciencia abierta","México","Ciencias naturales e ingeniería"
1169,33,"Hombre","Pública","Personal docente e investigador",6,1,10,1,1,25,13,24,1,0,0,0,0,"Sí",0,1,0,1,0,1,1,0,0,1,"Resolver","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,"","Colombia","Ciencias naturales e ingeniería"
1170,40,"Mujer","Pública","Personal de investigación",14,0,14,1,1,40,30,40,1,0,0,0,0,"Sí",0,0,0,0,0,0,1,0,0,0,"Resolver","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","México","Ciencias de la vida y médicas"
1171,47,"Hombre","Pública","Personal docente e investigador",25,1,20,1,0,18,18,3,1,0,0,0,0,"Sí",0,0,0,0,1,1,0,0,1,0,"Difundir","Conocimiento",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,"Muchas Gracias   por la invitación  a participar,  por favor compartan la información. ","Paraguay","Arte y humanidades"
1172,56,"Mujer","Pública","Personal docente e investigador",30,0,20,1,0,56,6,24,1,0,0,0,0,"Sí",0,1,1,1,1,1,1,1,1,1,"Difundir","Aplicabilidad",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,"En muchos lugares nos obligan a poner al jefe de departamento como co autor, inclusive como autor correspondiente, aunque no haya hecho nada en el trabajo de investigación.    ","México","Ciencias de la vida y médicas"
1173,39,"Hombre","Pública","Personal docente e investigador",7,1,10,1,1,35,15,35,0,0,0,0,1,"No",0,0,0,0,0,1,1,0,0,1,"Descubrir","Aplicabilidad",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"","México","Ciencias naturales e ingeniería"
1174,49,"Hombre","Pública","Personal docente e investigador",25,1,26,1,1,40,5,35,0,1,0,0,0,"No",0,0,1,0,1,1,0,0,0,0,"Difundir","Conocimiento",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,"","Venezuela","Ciencias de la vida y médicas"
1175,45,"Hombre","Privada","Personal de investigación",10,0,20,0,0,25,8,25,1,0,0,0,1,"Sí",0,0,1,1,0,1,1,1,1,1,"Descubrir","Aplicabilidad",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","España","Ciencias de la vida y médicas"
1176,58,"Hombre","Pública","Personal docente e investigador",24,1,30,1,1,190,62,156,1,0,0,0,0,"Sí",0,0,1,0,0,1,1,0,0,1,"Resolver","Aplicabilidad",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,"","España","Ciencias de la vida y médicas"
1178,38,"Hombre","Privada","Personal docente e investigador",12,1,14,1,1,65,44,3,1,0,0,0,0,"No lo tengo claro",0,0,0,1,1,1,0,1,1,1,"Descubrir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Muchas gracias. Muy interesante. Me encantaría ver los resultados pronto. Adicionalmente, esta encuesta me recordó el siguiente trabajo:https://revista.uclm.es/index.php/ensayos/article/view/2297/1989","México","Arte y humanidades"
1179,50,"Mujer","Pública","Personal de investigación",0,1,20,1,1,34,17,30,1,0,0,0,0,"Sí",0,0,0,0,0,0,1,0,0,0,"Requisitos","Aplicabilidad",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"","México","Ciencias de la vida y médicas"
1182,37,"Hombre","Pública","Personal docente e investigador",15,0,15,0,1,6,3,3,0,0,1,0,0,"No lo tengo claro",0,0,1,0,0,1,1,1,0,0,"Reputación","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,"","Uruguay","Ciencias naturales e ingeniería"
1183,60,"Mujer","Pública","Personal de investigación",35,1,33,1,1,71,30,49,0,1,0,0,0,"No lo tengo claro",0,0,0,1,0,0,1,1,1,0,"Descubrir","Conocimiento",0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,"La mayoría de los malos hábitos en investigación están vinculados con la obtención de recursos financieros o con la permanencia en un grupo de trabajo, y se han practicado desde hace muchos años ¿como piensan que esta encuesta ayudaría a disminuir esas malas prácticas?","México","Ciencias naturales e ingeniería"
1184,43,"Hombre","Pública","Personal docente e investigador",5,0,4,0,1,4,4,3,1,0,0,0,0,"Sí",0,0,0,0,0,1,0,0,0,0,"Difundir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,"Ninguno ","Perú","Arte y humanidades"
1185,64,"Hombre","Privada","Personal docente",22,1,10,0,0,5,5,1,0,1,0,0,0,"Sí",0,0,0,1,0,1,0,1,1,0,"Descubrir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,"A pesar de que se incluyan las Artes y humanidades entre las áreas de investigación, la mayoría de las preguntas realmente aplica a investigaciones de tipo científico.
Desde este punto de vista, algunas preguntas resultan incluso formuladas de manera ambigua o no pertinente.
Por ejemplo, no resulta claro qué es lo que se está preguntando en este caso: CAMBIAR LA HIPÓTESIS INICIAL EN FUNCIÓN DE LOS RESULTADOS OBTENIDOS.
La formulación parece aludir a una suerte de manipulación, sin embargo, desde mi punto de vista, si empiezo una investigación con cierta hipótesis de trabajo (cierta idea) que luego los datos o el conocimiento adquirido no respaldan, entonces es claro que tengo que cambiar mi hipótesis (mi idea) inicial. Para eso sirve investigar.","Puerto Rico","Arte y humanidades"
1186,43,"Hombre","Pública","Personal de investigación",4,0,18,1,1,42,18,42,0,0,1,0,1,"Sí",0,0,1,1,0,1,1,0,1,1,"Resolver","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,"","España","Ciencias de la vida y médicas"
1187,55,"Mujer","Pública","Personal de investigación",5,1,20,1,1,70,11,70,1,0,0,0,0,"Sí",0,0,0,0,0,1,1,0,1,1,"Descubrir","Conocimiento",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,"","España","Ciencias de la vida y médicas"
1188,27,"Hombre","Pública","Personal de investigación",2,1,7,1,1,35,30,25,0,1,0,0,0,"Sí",0,0,0,0,0,1,1,0,0,1,"Difundir","Conocimiento",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"","Honduras","Ciencias naturales e ingeniería"
1189,55,"Hombre","Pública","Personal docente e investigador",25,1,20,1,1,55,7,25,1,0,0,0,0,"Sí",0,0,0,0,0,0,1,0,0,1,"Resolver","Aplicabilidad",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Mi sentir desde un país en desarrollo como el nuestro es que los sistemas de ciencia y tecnología nos empujan a publicar resultados en ingles y reducir la solucion de tmas pertienentes de la sociedad, por ejmeplo se pirvilegia publicar un journals tipo A1, internacionales y en lengua extranjera, cuando muchas veces tiene mas impacto elaborar una cartilla o guia para agricultores de la zona rural, lo primero se privilegia economicamenbte, lo segundo no, tiene mas impacto lo segundo. de igual forma  es dificil acceder a journals que exigen estandares de investigacion del primer mundo con recursos del tercero.

Algunas revistan cobran por publciar cantidades altas, en un pais como el nuestro gastar recursos en una publicacion internacional ,  es un dinero que se requiere para la formacion de jovenes talentos con escasos recusos econocmicos, el standar el as publciaciones internacionales no favorencen la realizacion de publciaciones de impacto practico para prbleams mas sentidos de la sociedad, al menos en el casod e mi pais.","Colombia","Ciencias naturales e ingeniería"
1190,45,"Hombre","Pública","Personal docente e investigador",18,0,12,0,1,23,10,14,0,0,0,0,1,"Sí",0,1,0,1,0,1,1,1,1,1,"Descubrir","Conocimiento",0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,"Agradezco la invitación para participar.","México","Ciencias de la vida y médicas"
1192,35,"Mujer","Pública","Personal de investigación",2,0,10,0,1,12,4,9,0,1,0,0,0,"Sí",0,0,0,0,0,1,1,1,0,1,"Resolver","Aplicabilidad",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,"","Colombia","Ciencias naturales e ingeniería"
1193,47,"Mujer","Pública","Personal docente e investigador",11,0,15,0,1,35,9,30,1,0,0,0,0,"Sí",0,0,0,1,0,1,1,1,0,1,"Resolver","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","Colombia","Ciencias de la vida y médicas"
1195,41,"Mujer","Pública","Personal docente e investigador",10,1,15,1,1,13,6,10,0,0,1,0,0,"Sí",0,0,0,1,0,1,1,0,0,0,"Descubrir","Conocimiento",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1," ","Colombia","Ciencias naturales e ingeniería"
1196,34,"Mujer","Privada","Personal de investigación",0,0,6,0,1,5,3,4,1,0,0,0,0,"No lo tengo claro",0,0,0,1,0,1,0,1,0,1,"Descubrir","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,"","Perú","Ciencias naturales e ingeniería"
1197,63,"Mujer","Pública","Personal docente e investigador",40,0,40,0,1,105,40,105,1,0,0,0,0,"Sí",0,1,1,1,0,1,1,0,0,1,"Difundir","Aplicabilidad",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,"Me pareció que e4l cuestionario va mayormente enfocado a determinar las estrategias inadecuadas para lograr una publicación. ","México","Ciencias de la vida y médicas"
1198,64,"Hombre","Pública","Personal de investigación",4,0,28,1,1,190,110,190,0,1,0,0,0,"No lo tengo claro",0,0,0,0,0,0,1,0,0,1,"Resolver","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,"","España","Ciencias naturales e ingeniería"
1199,54,"Hombre","Pública","Personal docente e investigador",31,1,31,1,1,61,14,61,1,0,0,0,0,"Sí",0,0,0,1,0,1,1,1,0,1,"Descubrir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,"No queda claro en absoluto los objetivos del mismo, o de qué forma se espera que la información recabada resulte de interés o pertinente.","México","Ciencias de la vida y médicas"
1201,58,"Hombre","Privada","Personal docente",28,0,30,1,1,5,5,2,0,1,0,0,0,"No",0,0,1,0,0,0,0,0,0,0,"Difundir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","Perú","Arte y humanidades"
1202,48,"Hombre","Pública","Personal docente e investigador",15,1,20,1,1,95,40,95,1,0,0,0,0,"Sí",0,0,0,1,0,1,1,0,0,1,"Resolver","Aplicabilidad",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,"","México","Ciencias de la vida y médicas"
1203,51,"Hombre","Pública","Personal docente e investigador",10,0,23,1,1,32,20,30,0,0,0,0,1,"Sí",0,0,0,1,0,1,0,0,1,1,"Descubrir","Conocimiento",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,"","Chile","Ciencias de la vida y médicas"
1204,37,"Hombre","Pública","Personal docente e investigador",10,1,10,1,1,51,21,38,0,0,0,0,1,"No lo tengo claro",0,0,0,1,0,0,0,0,0,0,"Descubrir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"El científico que se embarca en la aventura de descubrir los misterios de la naturaleza, su funcionamiento y comprender sus interrelaciones, usa como herramienta el método científico. Ahora, la búsqueda específica implica hipótesis que pueden fácilmente derivar en descubrimientos de otros fenómenos y factores, la retroalimentación a través de experimentos permite concretar la dirección de las ideas.","Venezuela","Ciencias naturales e ingeniería"
1205,52,"Mujer","Pública","Personal docente e investigador",26,1,20,1,1,109,40,109,1,0,0,0,0,"Sí",0,0,0,1,0,1,1,1,1,1,"Difundir","Aplicabilidad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"En el punto donde comentan de la hipótesis, en ocasiones la investigación puede no cumplir con la hipótesis, pero es necesario publicar los resultados porque se debe sustentar dichos resultados. Además, la comunicación social de la ciencia hoy en día es una necesidad a nivel mundial ya que existe una desinformación muy grande lo que lleva un sesgo mayor en el conocimiento.","México","Ciencias naturales e ingeniería"
1206,39,"Mujer","Pública","Personal docente e investigador",5,1,10,1,1,15,7,15,1,0,0,0,0,"Sí",0,0,0,0,1,1,0,1,1,0,"Descubrir","Conocimiento",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,"","México","Ciencias de la vida y médicas"
1207,53,"Hombre","Pública","Personal docente",17,1,25,1,1,85,30,54,1,0,0,0,0,"Sí",0,0,0,1,0,1,1,1,0,1,"Descubrir","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"","Colombia","Ciencias naturales e ingeniería"
1208,62,"Hombre","Pública","Personal docente e investigador",40,1,40,1,1,102,28,75,0,1,0,0,0,"No",0,0,0,1,0,0,0,0,0,0,"Resolver","Conocimiento",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"","Argentina",NA
1209,69,"Hombre","Privada","Personal docente e investigador",45,1,41,1,1,314,126,309,1,0,0,0,0,"Sí",0,0,0,1,1,1,1,1,1,1,"Resolver","Aplicabilidad",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Interesante encuesta","Colombia","Ciencias de la vida y médicas"
